recommendations listening on port 3003
recommendations request | id=63b0cef3-b88d-45d1-b6e2-cedac1b6663e | GET /health | status=200 | durationMs=5 | usersMs=n/a | catalogMs=n/a
recommendations request | id=808050ca-063a-4832-9e36-f0d2711cb30b | GET /recommendations/1 | status=200 | durationMs=148 | usersMs=95 | catalogMs=140
recommendations request | id=a435117a-0ab3-4ce7-93ae-01c81e3cea84 | GET /recommendations/1 | status=200 | durationMs=152 | usersMs=95 | catalogMs=150
recommendations request | id=9458c25a-8d33-47a1-91cb-230994b7429c | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=98 | catalogMs=150
recommendations request | id=2b48a0d6-32bc-4125-9894-c79e70b042d1 | GET /recommendations/1 | status=200 | durationMs=155 | usersMs=97 | catalogMs=153
recommendations request | id=09cbeac4-2c61-46de-9f3b-8d01450ce830 | GET /recommendations/1 | status=200 | durationMs=157 | usersMs=101 | catalogMs=155
recommendations request | id=376df479-9636-4acf-b690-4757d6df9e5e | GET /recommendations/1 | status=200 | durationMs=156 | usersMs=130 | catalogMs=153
recommendations request | id=268190d3-cada-4c6b-88da-9a003c94ee31 | GET /recommendations/1 | status=200 | durationMs=159 | usersMs=130 | catalogMs=157
recommendations request | id=5077e2dd-7d59-4942-a60a-b3a803acbbe9 | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=121 | catalogMs=150
recommendations request | id=cf6099a8-30a9-4586-8fac-3750f643c19c | GET /recommendations/1 | status=200 | durationMs=156 | usersMs=124 | catalogMs=154
recommendations request | id=8169bfd6-46b3-4dc6-8380-24586c57e53a | GET /recommendations/1 | status=200 | durationMs=160 | usersMs=124 | catalogMs=156
recommendations request | id=ff644a29-579d-4cd3-a0c0-184f467791e4 | GET /recommendations/1 | status=200 | durationMs=162 | usersMs=124 | catalogMs=160
recommendations request | id=a4dea174-e7f2-4c66-b2b8-8ecc88794081 | GET /recommendations/1 | status=200 | durationMs=163 | usersMs=123 | catalogMs=162
recommendations request | id=763cbd54-b9cb-449f-a4a8-1cc683309954 | GET /recommendations/1 | status=200 | durationMs=167 | usersMs=133 | catalogMs=166
recommendations request | id=b3203af5-f1b8-4b79-b6b0-46112dab0710 | GET /recommendations/1 | status=200 | durationMs=180 | usersMs=133 | catalogMs=176
recommendations request | id=01129847-ec3b-4093-a392-2f551c3376e5 | GET /recommendations/1 | status=200 | durationMs=170 | usersMs=148 | catalogMs=166
recommendations request | id=edd92f38-b20e-4426-9d1e-42d49b0a1b78 | GET /recommendations/1 | status=200 | durationMs=149 | usersMs=129 | catalogMs=147
recommendations request | id=04795b7f-5ea9-4448-96ed-4bd1502a55b0 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=121 | catalogMs=122
recommendations request | id=32f6c2bf-9ccd-45ac-b8e1-8661422d49a8 | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=121 | catalogMs=124
recommendations request | id=c63f2069-9363-4400-ba8a-cd1877070011 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=121 | catalogMs=126
recommendations request | id=52abc768-56cd-45d4-9f46-ec762b4b09b3 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=122 | catalogMs=125
recommendations request | id=2c760117-e967-4c4d-a7e2-875ee8a1ab5f | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=122 | catalogMs=128
recommendations request | id=a1415970-42c0-4d5b-bf99-e488b75e3a52 | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=125 | catalogMs=128
recommendations request | id=bce16754-e6fb-4a4f-9d2b-a6ffdf2900a0 | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=117 | catalogMs=118
recommendations request | id=cdb96590-5134-4c51-9d98-fc79bde4af0a | GET /recommendations/1 | status=200 | durationMs=93 | usersMs=90 | catalogMs=90
recommendations request | id=dd77d6dc-dcb1-4bfe-bf95-9ada4685fe1c | GET /recommendations/1 | status=200 | durationMs=92 | usersMs=90 | catalogMs=89
recommendations request | id=363d742f-7006-48e2-beb2-af5279949edd | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=89 | catalogMs=92
recommendations request | id=0b334a7e-32be-40e5-9154-ab33712aa179 | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=89 | catalogMs=112
recommendations request | id=502ca286-44f8-4311-98c0-399d6b4eb7e7 | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=89 | catalogMs=112
recommendations request | id=4fc750ab-f36d-4df9-80af-a671e341a0d7 | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=89 | catalogMs=122
recommendations request | id=a504546a-2b1b-4eae-b8bd-f05a43b047fc | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=106 | catalogMs=123
recommendations request | id=54a57899-74f8-4149-8439-5870603aaa48 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=118 | catalogMs=120
recommendations request | id=171bd7bf-2b2d-4282-bd7e-2048be59a7fa | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=118 | catalogMs=119
recommendations request | id=b7b69ee0-bcc2-447d-83c3-839607f94749 | GET /recommendations/1 | status=200 | durationMs=113 | usersMs=109 | catalogMs=111
recommendations request | id=d7f0e0b7-7cb4-42eb-8e0e-d952969e35a3 | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=109 | catalogMs=113
recommendations request | id=ef8f0e5a-c970-48d7-b6db-7b87d2adc0b7 | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=108 | catalogMs=116
recommendations request | id=00bf6a7d-b81a-40fa-9da2-c66068f010ca | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=108 | catalogMs=119
recommendations request | id=230a3cc8-74c2-48c9-9df4-3e7aa76c232a | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=109 | catalogMs=122
recommendations request | id=b1f48b0b-ca89-4c65-a808-7de5a4533a83 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=105 | catalogMs=113
recommendations request | id=5e21a7a1-2ff2-42a9-b618-ce7533eb96bc | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=105 | catalogMs=114
recommendations request | id=c57cc79b-0cd6-4332-a81e-fe3a9ef2dcae | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=107 | catalogMs=113
recommendations request | id=d0201bc2-e103-4edf-bc04-788235dbae50 | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=107 | catalogMs=116
recommendations request | id=c06e18e1-4351-480a-b57f-4a5d5dcc24a0 | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=108 | catalogMs=118
recommendations request | id=ec2e4756-738b-491e-8208-28d883f703eb | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=108 | catalogMs=120
recommendations request | id=86b15b60-9a12-4c47-bbbd-0b88c9d941ba | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=114 | catalogMs=117
recommendations request | id=ddb4a429-e847-4d8a-bda6-52b77b46b646 | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=116 | catalogMs=121
recommendations request | id=cd89b57e-2e78-4bdb-a3f1-ea0b2bc0cd00 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=116 | catalogMs=122
recommendations request | id=27cd9a5c-0060-4ede-864b-9ebbebdde0bb | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=117 | catalogMs=117
recommendations request | id=9b8ac3cc-640d-4162-af3d-563eb5647480 | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=117 | catalogMs=127
recommendations request | id=2a243096-a102-4908-b781-f06a815a0019 | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=126 | catalogMs=127
recommendations request | id=bd1c8cde-2530-4430-a18f-8fb09a48b01a | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=125 | catalogMs=127
recommendations request | id=a0a9f807-b8a4-4175-8f5b-619b9b7abdda | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=125 | catalogMs=129
recommendations request | id=88325f00-a41d-474d-9e47-972ad1906f4d | GET /recommendations/1 | status=200 | durationMs=135 | usersMs=125 | catalogMs=132
recommendations request | id=beee9868-76ca-420c-8c0e-57aba1651b42 | GET /recommendations/1 | status=200 | durationMs=137 | usersMs=125 | catalogMs=135
recommendations request | id=6f56d789-22b4-483f-a21b-9f4ddef45c4e | GET /recommendations/1 | status=200 | durationMs=139 | usersMs=125 | catalogMs=137
recommendations request | id=59687d6b-cb8e-4816-a65c-5fb83ce1b5fd | GET /recommendations/1 | status=200 | durationMs=141 | usersMs=124 | catalogMs=139
recommendations request | id=24518213-8437-4115-8acc-2fefe11f25ae | GET /recommendations/1 | status=200 | durationMs=142 | usersMs=123 | catalogMs=139
recommendations request | id=b90d4de9-6137-42db-9386-3faffc8c7a1f | GET /recommendations/1 | status=200 | durationMs=140 | usersMs=118 | catalogMs=137
recommendations request | id=1d09ac24-daee-4cfc-afbf-ca2dbad02a01 | GET /recommendations/1 | status=200 | durationMs=141 | usersMs=118 | catalogMs=139
recommendations request | id=5dac8d5a-bf19-486a-9625-03b10b366b5d | GET /recommendations/1 | status=200 | durationMs=144 | usersMs=118 | catalogMs=142
recommendations request | id=125528e7-ee44-4069-8b91-3fd06b6085cd | GET /recommendations/1 | status=200 | durationMs=142 | usersMs=117 | catalogMs=140
recommendations request | id=9d67d40e-508f-4add-89c5-73c3d3ac9d4c | GET /recommendations/1 | status=200 | durationMs=146 | usersMs=117 | catalogMs=144
recommendations request | id=ac21452f-4760-4e61-80bb-3fe4634ca7f7 | GET /recommendations/1 | status=200 | durationMs=150 | usersMs=119 | catalogMs=145
recommendations request | id=9c278ada-f5a9-4299-9a2e-1198fe7b0898 | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=119 | catalogMs=151
recommendations request | id=dfca6a56-fc5f-4d70-914d-33aca26c2c08 | GET /recommendations/1 | status=200 | durationMs=134 | usersMs=128 | catalogMs=131
recommendations request | id=afa2b6f8-1309-4ca9-93df-a34c8acf5db9 | GET /recommendations/1 | status=200 | durationMs=135 | usersMs=127 | catalogMs=132
recommendations request | id=4ebc8423-af13-4061-ab8d-aa89d9efc410 | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=121 | catalogMs=121
recommendations request | id=2f9e8179-9f48-42b9-bd66-819e2f7831a4 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=121 | catalogMs=126
recommendations request | id=1aec372e-25e7-41b3-91eb-dde23cdba13d | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=118 | catalogMs=119
recommendations request | id=24964e7f-c932-4c36-93ba-e5749c84f481 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=118 | catalogMs=120
recommendations request | id=5e8dd8ef-f3c3-4749-bc28-1d6a60b59846 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=124 | catalogMs=125
recommendations request | id=0fee7355-103a-4e4e-83ed-a541e808b850 | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=125 | catalogMs=129
recommendations request | id=ebc72740-b6ac-443d-b173-853773c79fb5 | GET /recommendations/1 | status=200 | durationMs=134 | usersMs=125 | catalogMs=131
recommendations request | id=a058cdf0-da86-4bbe-933b-2894dbcafd3b | GET /recommendations/1 | status=200 | durationMs=135 | usersMs=124 | catalogMs=133
recommendations request | id=2ba3e10d-a91c-4920-b3fe-61b3e3b89be4 | GET /recommendations/1 | status=200 | durationMs=138 | usersMs=124 | catalogMs=136
recommendations request | id=2169c4d7-d005-40a6-b047-28280d1d6222 | GET /recommendations/1 | status=200 | durationMs=138 | usersMs=124 | catalogMs=136
recommendations request | id=424cedf5-350a-4fa0-bf43-7b1c6b9c0b2b | GET /recommendations/1 | status=200 | durationMs=140 | usersMs=124 | catalogMs=138
recommendations request | id=6bc3f08d-94be-4dcb-b20e-518e7d9e4c6f | GET /recommendations/1 | status=200 | durationMs=143 | usersMs=124 | catalogMs=141
recommendations request | id=9f154fce-ba79-4060-9863-887430899e6a | GET /recommendations/1 | status=200 | durationMs=140 | usersMs=122 | catalogMs=138
recommendations request | id=facbbc23-9a92-44dc-b144-740da5cff42a | GET /recommendations/1 | status=200 | durationMs=135 | usersMs=130 | catalogMs=133
recommendations request | id=0ffae5e3-e35f-44c8-b0d7-e4a5f08b5fba | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=127 | catalogMs=127
recommendations request | id=e3270e82-d18f-41a1-8a3c-af10dd322c2a | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=124 | catalogMs=124
recommendations request | id=73b3d7a0-76df-4ce4-b3e8-db6bccc00a14 | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=123 | catalogMs=123
recommendations request | id=96db47c9-6d62-4441-8404-49cd0e1b0883 | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=121 | catalogMs=121
recommendations request | id=5331b4f2-b479-4f0e-99f7-638ab3c85378 | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=120 | catalogMs=122
recommendations request | id=696b7fa3-d6f2-4b33-897f-df5f7352d5f9 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=108 | catalogMs=112
recommendations request | id=cfdaf623-af4a-4e08-9fe6-c6c23d2f1846 | GET /recommendations/1 | status=200 | durationMs=113 | usersMs=111 | catalogMs=111
recommendations request | id=fefb45ed-9a89-4fc4-8205-dd12b2aebebd | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=110 | catalogMs=113
recommendations request | id=1a9c525a-5fbb-433d-96c1-bb54078897b6 | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=99 | catalogMs=98
recommendations request | id=b301a100-aef8-4848-ba0c-26fe8bef7828 | GET /recommendations/1 | status=200 | durationMs=102 | usersMs=95 | catalogMs=100
recommendations request | id=07495c17-459b-49b7-9cf7-91e44e2ac5ab | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=96 | catalogMs=102
recommendations request | id=66fbd516-20dd-4f1d-8a27-b627eaef1b68 | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=96 | catalogMs=111
recommendations request | id=3a44f9b9-4056-4bc8-a7e3-7c84b9fa23ac | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=111 | catalogMs=111
recommendations request | id=bb74fd11-c29a-4004-a384-ebd2a2284937 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=108 | catalogMs=112
recommendations request | id=8754071b-8161-4142-ae06-698943188dbc | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=108 | catalogMs=115
recommendations request | id=d1409972-1ef0-40e1-8081-3f62524dd14b | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=106 | catalogMs=115
recommendations request | id=250ec5fc-e2b9-4566-8867-48960ece1d6f | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=106 | catalogMs=116
recommendations request | id=ffe7c7f4-92d9-4ea5-862e-acbdbe7f73fc | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=115 | catalogMs=115
recommendations request | id=09a59ebc-707a-4881-85b6-83802d87c05f | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=114 | catalogMs=119
recommendations request | id=c49a4f64-0cf9-4cde-9df8-58eaf074bab6 | GET /recommendations/1 | status=200 | durationMs=105 | usersMs=103 | catalogMs=103
recommendations request | id=53970bf0-158d-41c1-ae4b-1684e09c2bd3 | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=102 | catalogMs=105
recommendations request | id=7a81727d-9d12-4112-be04-41ac0d3072a1 | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=105 | catalogMs=105
recommendations request | id=4a3b4fb5-2b3d-426d-92bf-bd50dbdbd49b | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=107 | catalogMs=108
recommendations request | id=7c1304bf-88d4-4013-92da-0c59ca17f126 | GET /recommendations/1 | status=200 | durationMs=112 | usersMs=107 | catalogMs=109
recommendations request | id=18b3db5a-7b5d-46be-b288-53eb3bd85049 | GET /recommendations/1 | status=200 | durationMs=102 | usersMs=100 | catalogMs=100
recommendations request | id=fdc9b6ab-b91e-40b4-ae61-a3dcc9fb92a4 | GET /recommendations/1 | status=200 | durationMs=98 | usersMs=96 | catalogMs=97
recommendations request | id=37f010bb-cea0-4e34-8fa3-47a25e68edc2 | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=97 | catalogMs=97
recommendations request | id=105ce9f7-a57b-4573-ad64-c5091ec6bcd3 | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=97 | catalogMs=98
recommendations request | id=7682a205-554d-4a70-b872-7b642b6d17df | GET /recommendations/1 | status=200 | durationMs=102 | usersMs=97 | catalogMs=100
recommendations request | id=5b95d2eb-e579-43a5-872f-325fd3ac30ec | GET /recommendations/1 | status=200 | durationMs=101 | usersMs=99 | catalogMs=100
recommendations request | id=4067bc52-9d67-4ebb-b806-b17c75b9c584 | GET /recommendations/1 | status=200 | durationMs=100 | usersMs=98 | catalogMs=98
recommendations request | id=2144e178-f15e-486c-9852-9ee776785510 | GET /recommendations/1 | status=200 | durationMs=102 | usersMs=98 | catalogMs=99
recommendations request | id=b9ee57c2-610f-4e74-82de-33bb28568b86 | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=97 | catalogMs=102
recommendations request | id=ff530019-5975-4381-a82d-b14d6f14803e | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=95 | catalogMs=97
recommendations request | id=928d5ace-2428-4d88-9bb8-810fecfa50ad | GET /recommendations/1 | status=200 | durationMs=95 | usersMs=89 | catalogMs=93
recommendations request | id=a6b3f299-b139-4128-bcb7-d0eebf3d9bfb | GET /recommendations/1 | status=200 | durationMs=103 | usersMs=89 | catalogMs=101
recommendations request | id=a23b8ceb-973d-475f-8ca7-5de20c26b720 | GET /recommendations/1 | status=200 | durationMs=81 | usersMs=79 | catalogMs=79
recommendations request | id=6b1d0261-2082-4e20-b669-6b8a09bb7579 | GET /recommendations/1 | status=200 | durationMs=85 | usersMs=79 | catalogMs=82
recommendations request | id=4dbc060e-adad-4323-be41-7f04e2f8bfb0 | GET /recommendations/1 | status=200 | durationMs=84 | usersMs=78 | catalogMs=82
recommendations request | id=48ea525e-3d02-4049-b95c-f99390045a12 | GET /recommendations/1 | status=200 | durationMs=87 | usersMs=79 | catalogMs=85
recommendations request | id=1844b985-457d-4838-9586-c5baed11bc45 | GET /recommendations/1 | status=200 | durationMs=86 | usersMs=82 | catalogMs=83
recommendations request | id=f9cb89a7-e748-4b4d-a4ad-2525f19cfdff | GET /recommendations/1 | status=200 | durationMs=89 | usersMs=83 | catalogMs=86
recommendations request | id=9e54d730-e1bb-4910-98eb-228aa251a7da | GET /recommendations/1 | status=200 | durationMs=92 | usersMs=83 | catalogMs=89
recommendations request | id=bee5a5a6-a825-4112-90e4-dce9bce0d429 | GET /recommendations/1 | status=200 | durationMs=92 | usersMs=88 | catalogMs=90
recommendations request | id=003eb5ad-21cf-4078-810c-165e20eb1a53 | GET /recommendations/1 | status=200 | durationMs=103 | usersMs=90 | catalogMs=97
recommendations request | id=304758f9-175e-4c57-b660-77180c9939ef | GET /recommendations/1 | status=200 | durationMs=105 | usersMs=89 | catalogMs=102
recommendations request | id=0bc763b7-9fe5-4b74-9acd-d1ceb5bc4d78 | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=89 | catalogMs=106
recommendations request | id=de6ac812-eae6-458e-8859-4c7c4a37ea14 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=96 | catalogMs=111
recommendations request | id=0e56c1d7-4f08-461c-99e7-ef159aafed87 | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=97 | catalogMs=115
recommendations request | id=03084e90-28b2-4487-94ba-cb45d9b7bb58 | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=101 | catalogMs=117
recommendations request | id=884ea161-893d-44c9-b5bc-c5c04f3353d5 | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=112 | catalogMs=113
recommendations request | id=fec20e54-194c-4e88-a2e2-83d99655570a | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=113 | catalogMs=113
recommendations request | id=3b68346e-4856-4cf1-b29a-00f1c5081855 | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=115 | catalogMs=115
recommendations request | id=e88edfb6-d0f3-4abf-892c-9fe81250d808 | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=112 | catalogMs=114
recommendations request | id=fd2a9ce3-f66a-430e-85b8-7510a3a4eb6f | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=114 | catalogMs=113
recommendations request | id=72b905f2-04c5-45ea-9843-64b03969b170 | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=111 | catalogMs=112
recommendations request | id=05ac97cc-4d64-4d06-a8e1-29998894e323 | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=109 | catalogMs=119
recommendations request | id=a8cb0797-4be0-448a-8a7a-e0259a2a9e1b | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=109 | catalogMs=123
recommendations request | id=94b2b059-1995-4c23-923c-8724336860c8 | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=123 | catalogMs=122
recommendations request | id=e9d8eb5e-5492-446c-ab77-3dff92604852 | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=125 | catalogMs=121
recommendations request | id=f569b741-97cc-46bc-8353-594d2fdeed75 | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=125 | catalogMs=126
recommendations request | id=a058569d-22a3-46cd-aa19-9b11532f09dc | GET /recommendations/1 | status=200 | durationMs=133 | usersMs=126 | catalogMs=131
recommendations request | id=105cf5ef-fdee-49da-adde-041e0f6bb99c | GET /recommendations/1 | status=200 | durationMs=136 | usersMs=126 | catalogMs=134
recommendations request | id=f48e8858-74a3-4ab5-ae58-6242142cce78 | GET /recommendations/1 | status=200 | durationMs=137 | usersMs=125 | catalogMs=136
recommendations request | id=c23c4143-ce88-46c2-ac27-b5994db9b567 | GET /recommendations/1 | status=200 | durationMs=139 | usersMs=131 | catalogMs=137
recommendations request | id=b1351bc5-10c6-44de-950f-74801e57fcae | GET /recommendations/1 | status=200 | durationMs=141 | usersMs=132 | catalogMs=138
recommendations request | id=71e8158a-45e2-46a1-936b-e7e80bff896c | GET /recommendations/1 | status=200 | durationMs=145 | usersMs=131 | catalogMs=141
recommendations request | id=0910b620-7f66-4c7d-9609-b4eecfa03a21 | GET /recommendations/1 | status=200 | durationMs=142 | usersMs=132 | catalogMs=133
recommendations request | id=1761d09b-ae77-420f-b427-62ce1c045fea | GET /recommendations/1 | status=200 | durationMs=147 | usersMs=133 | catalogMs=144
recommendations request | id=584f5611-9afa-4e5f-924d-6f6ca20047fa | GET /recommendations/1 | status=200 | durationMs=149 | usersMs=133 | catalogMs=147
recommendations request | id=f66434ba-4be3-4f99-ae20-3216c1e7550d | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=133 | catalogMs=150
recommendations request | id=d607d3c6-a417-439c-b9e7-425c7dd45261 | GET /recommendations/1 | status=200 | durationMs=155 | usersMs=142 | catalogMs=151
recommendations request | id=e5a8a77a-e09e-4c5b-8df3-df86b5e6aed0 | GET /recommendations/1 | status=200 | durationMs=146 | usersMs=144 | catalogMs=144
recommendations request | id=866dc2b4-fd47-4550-8533-f0ff7a51357b | GET /recommendations/1 | status=200 | durationMs=145 | usersMs=143 | catalogMs=143
recommendations request | id=ea4b019e-1ab9-480d-9af9-738bc3c1dfa3 | GET /recommendations/1 | status=200 | durationMs=146 | usersMs=143 | catalogMs=143
recommendations request | id=b0892d72-374a-492d-903d-bcd098413590 | GET /recommendations/1 | status=200 | durationMs=145 | usersMs=141 | catalogMs=142
recommendations request | id=67bc607f-00ba-4dff-8d8d-c3b58fbb2ebc | GET /recommendations/1 | status=200 | durationMs=147 | usersMs=142 | catalogMs=145
recommendations request | id=9cead821-0538-4c78-8de1-a748e7a25a75 | GET /recommendations/1 | status=200 | durationMs=150 | usersMs=141 | catalogMs=147
recommendations request | id=3b90c51e-a436-458c-9f13-20f48cbcb16b | GET /recommendations/1 | status=200 | durationMs=136 | usersMs=133 | catalogMs=133
recommendations request | id=db5ce19d-4f5c-4f58-b56b-10d849715b65 | GET /recommendations/1 | status=200 | durationMs=144 | usersMs=141 | catalogMs=142
recommendations request | id=47035bff-939e-45f1-a828-768d665316b4 | GET /recommendations/1 | status=200 | durationMs=145 | usersMs=141 | catalogMs=142
recommendations request | id=013661ce-2560-4cfe-ac71-4f9c5aa21fcf | GET /recommendations/1 | status=200 | durationMs=139 | usersMs=136 | catalogMs=137
recommendations request | id=85447ed0-8bf8-4c3e-bf96-8051bb2332a1 | GET /recommendations/1 | status=200 | durationMs=140 | usersMs=136 | catalogMs=136
recommendations request | id=98869a04-afc8-4b1d-adfd-d7420a7a93d6 | GET /recommendations/1 | status=200 | durationMs=138 | usersMs=135 | catalogMs=135
recommendations request | id=0caaf25f-9bf4-44cf-bd8f-d755bbb91a2e | GET /recommendations/1 | status=200 | durationMs=140 | usersMs=133 | catalogMs=138
recommendations request | id=2f602c85-f871-4211-b6fc-a34ec9c86444 | GET /recommendations/1 | status=200 | durationMs=143 | usersMs=136 | catalogMs=139
recommendations request | id=be8f393d-8438-48be-b7db-f57dc22c3007 | GET /recommendations/1 | status=200 | durationMs=144 | usersMs=136 | catalogMs=142
recommendations request | id=1df94043-81b4-419c-8f22-1d09b543073d | GET /recommendations/1 | status=200 | durationMs=148 | usersMs=136 | catalogMs=145
recommendations request | id=28f09acd-ce69-4c71-9ee9-ae4084b49389 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=126 | catalogMs=126
recommendations request | id=efa624fe-ef74-44fd-885e-da308fcdd2c1 | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=128 | catalogMs=128
recommendations request | id=169c90d5-ef6f-4c2d-924e-f26f615f364a | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=126 | catalogMs=125
recommendations request | id=d0faeb44-1978-4154-821c-19aeca918edd | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=123 | catalogMs=123
recommendations request | id=778ddbb3-21f2-49bf-8459-7a45e8360d05 | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=117 | catalogMs=117
recommendations request | id=1f9c44c2-a0ca-4b48-baa5-19ee7dc38967 | GET /recommendations/1 | status=200 | durationMs=137 | usersMs=130 | catalogMs=131
recommendations request | id=e3d28149-175e-43cb-bb9c-57c3eb5be803 | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=128 | catalogMs=129
recommendations request | id=2039672d-52a4-4c5c-82b6-5e7215abdcef | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=117 | catalogMs=118
recommendations request | id=e3a55cd3-c276-45cb-8402-142a39266378 | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=117 | catalogMs=121
recommendations request | id=bfb60d9c-3ce7-4ec5-8136-e2e1a65ae317 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=117 | catalogMs=124
recommendations request | id=a220b96d-f014-437e-a478-0eaa801b01f2 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=124 | catalogMs=125
recommendations request | id=adb56926-d927-48c3-bc84-2dbced378cf2 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=124 | catalogMs=125
recommendations request | id=f373d914-8fa6-4c45-8728-1dc4a3834d20 | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=123 | catalogMs=127
recommendations request | id=92168c5e-3ce6-433c-a89e-8e98187b5a3c | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=119 | catalogMs=119
recommendations request | id=83061b35-c38f-4163-905d-5ff3d84f1897 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=119 | catalogMs=122
recommendations request | id=b54b8792-dfaf-45e5-b51e-d5bb6822c470 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=119 | catalogMs=125
