recommendations listening on port 3003
recommendations request | id=3854eec6-f1f3-4ed5-9f8d-8d3fc76aaa74 | GET /recommendations/1 | status=200 | durationMs=31 | usersMs=26 | catalogMs=14
recommendations request | id=9763bef3-dfe5-49a4-b9dc-f8446e0e70e8 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=c30ede43-bb6d-4d5b-8f94-a3477cfee612 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=256922fd-5d6c-4ad1-a519-b36cdabf2328 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
recommendations request | id=69c01758-8773-47a5-9434-ccf9ba1eb507 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=e72bad4a-8fc1-4703-8801-3af88000e21c | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=60e2480a-c597-4a21-b227-844e6dc73ee0 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=3
recommendations request | id=eb1c47a4-e1ff-4900-ba4d-c5fac563e294 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=a5f0dd73-9abe-43db-a947-3c76e9024af7 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=615bf9c2-b8a4-46f5-a978-e2b91ac334a9 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=b64fc18b-5a53-4734-9391-497b24cb899b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=22af12f6-5229-4d26-b2a2-0ed75ba38571 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=3084c20c-fa0f-4509-a8ec-5832148690e3 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=05582cbe-44fd-460e-aff7-5392a1648e2b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=1e2eda4d-4223-404c-888b-909ff99ee828 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=570ea755-f4fb-4dcd-8302-25df5cba9769 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=69c74286-a2b3-4b7c-b21a-ab26385abad1 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=4af63082-6469-478d-b7f5-dce5fd8e2d6d | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=af4dd6c2-511f-4956-9135-4aa0ba20352d | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=541e5391-a493-498b-a99b-e8ccfb3b6f49 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=2a1d9658-44cb-471c-8ef6-a552dc972dce | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=94108b5b-5cd3-4252-8e30-d3df6bab9d2e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=caf9a1c5-ac2e-4454-aaf0-5d3a42e8f871 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=0
recommendations request | id=c9455348-0732-4929-ac52-3a6cdeaa0fae | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=a9c50a22-3bae-47c3-b268-0edfcbc6b06c | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=141d8113-fc57-4952-a67c-eb72dfe715e2 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=364e9877-a027-4c8d-8c4e-7750f051715c | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=85a6848a-0dcf-4830-b1f7-84b79edcc159 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=e56226c3-0726-4eb9-9d55-fccc35b02e74 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=00cf8135-f9c7-4a1e-9a6e-94b6c89af673 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=94ffbab2-b8e4-494e-b64b-76e7d1a6dcd6 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=2af32c32-e405-4424-8b68-7b525e6b7738 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=23fe5e28-c1db-4fea-a9d5-3663c445b801 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=a24d5714-8a55-4466-a7a4-d9dda4eb7a52 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=3
recommendations request | id=839b7ce7-704d-40f8-a300-4383923948ef | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=50dad30a-389b-42d2-b7ec-5336a1a03ccf | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=0eeded2d-60fc-4b22-8dd4-8dea6259d431 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=bbf53143-3b52-43b7-8290-1ad0c74c7954 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=a7ca169d-8f3a-453a-9eb8-ef87caf968d9 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=b9fbba34-eb41-4619-8e3e-4fab94d41c19 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=2d99ab50-c018-45a9-b343-bc5ed3eb72e3 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=3
recommendations request | id=aed713ba-6a59-4d39-a67c-3c144e2d1d8a | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=4
recommendations request | id=2f053fa1-16df-47f9-b77f-d5719ef03449 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=adf62ba4-1a95-4f46-82a0-b9148f20036a | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=3
recommendations request | id=a264fdaf-1241-4f04-ad8e-466eea5b79cd | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=2f4d3798-d32a-4030-a487-51acfa590ef6 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=fd6b36c1-ffcd-4f38-b1ba-0bd863b836e0 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=15a918cb-3103-4166-bf38-1c5cd3ff6786 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
recommendations request | id=054c3aeb-ede3-4c52-b2de-dc155c5294e1 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=b6764731-bbb8-4a2f-a137-ea5fedbc29cf | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=60d90d5c-90f4-4537-8ab1-ad99f0a256df | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=f9f67273-f97d-435e-888e-0a876d8bcd17 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=2
recommendations request | id=58cf618a-a24d-44b7-8df8-8e6e287eca38 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=bdaa7f53-1c50-475d-a5d5-708a04c7a394 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=7f399764-c0f6-4703-8507-9ff75ae28c05 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=46f705cd-0573-4740-8459-731b40de86bd | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=3
recommendations request | id=d48ae44e-3872-429f-acb9-0a7699a2579b | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=3 | catalogMs=2
recommendations request | id=6036eb37-8b19-4d8a-a994-3c5c9bb398dd | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=1e53a9af-a96a-44e4-b165-b66128b41c51 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=1
recommendations request | id=b9910899-b926-44f2-94a6-4d2376154981 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=5fd633ca-3bf9-45f6-98c7-5e588c39bfff | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=5add9900-56f9-4a3d-99d3-e2b9c5d9d38d | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=1
recommendations request | id=f0c76ef7-4ed9-42cd-a7b9-1766250f4dbe | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=5b521ef6-75c4-4d19-8ff2-0e2ec04b40c3 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=e543d41e-1a3c-4321-ad77-95dbe58ec5c6 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=9a8d23b5-3ff4-4082-8a72-ced037ac35c0 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=4b64eb40-d5bc-48dd-8458-e314bbcdcba7 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=3a9f1042-1730-43f0-b495-310dd9827717 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=c7b7cd7c-28e4-4186-a45c-c328fedd1e03 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=b32355f7-d16e-4690-9ad1-d14cae1ad834 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=50e6efca-3910-4dcd-9ea6-43a9233ae362 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=00665536-f847-48a0-a987-baeb5ec92bed | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=cd3652d9-1ae5-448b-b53a-8bc5b4463935 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=38c57bf9-827e-4751-895f-d602a78c07e0 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=6195c4af-defd-41b4-9d8d-612b897bd4fa | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=b6dc31b6-1a1d-4920-b8b7-15422660de89 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=61479e71-c533-4f06-94ea-660f7b8b3c19 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=24e77020-04a0-4557-b1b4-696e8397e603 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=96b0d9b4-8527-4876-a69f-1fffe3aa9a2c | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=bc5fea80-5c3f-4c81-a7da-341ae074ea10 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=525d904b-4673-45d3-8a55-217baebb18e9 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=72b22713-07bc-42f9-a9f5-2361beb88532 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=8c45d79f-3234-47bd-a6bd-ad89a4adc099 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=5cd0fe07-7011-42d9-918a-4b65d1977d26 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=0f69bc34-1d70-4cbf-aec1-43f71b94edd2 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=130ffec3-0cef-4341-9089-901ebbd9f90d | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=7daa55f8-1bb9-42aa-8059-dd6e62e3416b | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=2d216d71-bec0-4bfd-9f6e-0c0c963e4a1a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=5c35807b-8200-41cd-954e-a614a1f9268b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=94eb2b40-06dc-4c0f-8ccc-a7631d115b52 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=c4a3a080-ffb7-4a82-8a71-ecfcd8dbd1ea | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=3
recommendations request | id=34ceb6c1-9145-4779-856a-8d5334febace | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=084336e2-b505-4872-bb5d-0eab110b7b90 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=66ecad93-58db-42ef-9e13-13dd2b7a0e7b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=b1a273f5-9c6a-4853-9b32-0d67d73b0b20 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=13db8b8b-b719-4715-af6a-00c9ef27a7a8 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=8f921f18-f273-47d9-ae48-8ab7e89b62cb | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=784694dd-2352-4ec5-bdbb-15cbdbb942e7 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=9d776e7f-e0b9-41b0-9b9e-4357f7c010ff | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=d40941e7-0528-4d57-883c-b148e1aac191 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=97fb125d-e7b2-4eda-be31-be5c1c57fa4e | GET /recommendations/1 | status=200 | durationMs=0 | usersMs=0 | catalogMs=0
recommendations request | id=38c89c33-95d1-4a8b-b0f4-83dbd6036501 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=0
recommendations request | id=b45e5598-6e52-4c21-b2b5-4b37049e6ef7 | GET /recommendations/1 | status=200 | durationMs=0 | usersMs=0 | catalogMs=0
recommendations request | id=b65d884b-bb79-44d8-ab48-8e1b10f47ec6 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=0
recommendations request | id=8ef90bed-300f-4abd-b00e-2eae3e7b3a79 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=37881b82-2128-4ba2-8bee-df097611880f | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=e78d3eb0-cb53-4646-b975-e652a3bc8054 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=ce671797-45be-4ad9-9686-cf7b57d8435a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=ee88da4b-91e2-45c6-a2df-21891634b915 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=d5ba5841-bd2b-43a2-912e-c5912eaf6793 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=3
recommendations request | id=4c4cde08-9258-4112-af24-0f1f7f15fff9 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=7d621aff-b2b3-4b1a-bf0c-90e8e87f6a6b | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=e3e58b11-a733-4c2d-a9ac-7fe95ebf5d14 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=720b5dfd-9683-420a-a9ff-ad4c6f36b8b3 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=c8cccaf2-4b78-44b6-9c19-907ad009ff73 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=3f4aeb8e-bb37-4beb-84d2-d679a6597061 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=c52841f9-22da-45fc-884f-f438dcca8a53 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=462b42e8-6925-43a0-ab2b-b48f5f60c77e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=c81254a4-17e5-400a-97c9-7a76edd5668d | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=ad320504-ffb6-4228-8fc0-bd66a1d6d848 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=8c56c691-b932-4a91-b958-edb1eef98869 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=81ac93a9-2582-4c27-8ec9-1bf73c9c1256 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=b26e5f60-1fea-4935-ae29-267e133d811e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=e1988552-35f8-4b47-bfea-98ebffc2a5b7 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=ac96c118-7c67-48b4-9c46-7612409dddf1 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=f0a56061-a1a8-4353-9999-d802cf69c4e1 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=1
recommendations request | id=967bee77-c7ca-4fe6-83a9-d22f9ac2be70 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=dd19dc3a-3a75-41c6-89da-f94937bb2309 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=3e62f40c-386d-491f-b891-e3de65ed3a77 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=0
recommendations request | id=e99d41c3-9ede-4110-a49c-b2ec6279c452 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=aa42ee3a-c4ff-4f89-8761-f6b887c87418 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=961b7642-5183-43d1-9396-fea8ac868953 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=6ad5f50a-f052-4a6b-ba82-abe2e06d32b4 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=ea0d6316-8516-4836-adaa-16b20524b393 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=7e9e9042-c639-46dc-9943-f66e6bdee4c2 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=2
recommendations request | id=281e53c6-3da4-472a-bbf1-5c18f13e7a33 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=3
recommendations request | id=ce38c8da-45ad-4179-823f-4f39a2a8e73e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=307dc770-c9ac-4847-b075-d13adc2cb782 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=4b6fdaba-f2d1-48cf-9957-3b7d572050b4 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=d6402126-c893-4fa5-9388-64596a1a4454 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=6f241b51-f272-4d46-8104-056c589cf6f4 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=e1103e27-2091-4648-8814-a18c445f6ff2 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=43a02f3f-dabc-4b47-a5de-93244d3e10ce | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=eb392549-b037-49c9-912d-ed1a0e01853a | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=0
recommendations request | id=8a336662-9910-4aeb-be91-1cc3b84ff90b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=c298d87a-6fb5-4dca-b69e-987598f66a37 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=07d2647e-8b82-4185-906a-27c77a956750 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=92ed3108-d30c-4c26-be05-fd79b4213090 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=3349af9e-9b75-453d-8b3a-ba3af973e420 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=9bedf358-9822-4cd1-8489-bacaeb1b00c5 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=76805d0d-70d7-4e81-902a-0ddfd3f8af99 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=49587011-0265-47dc-ae42-c8bbefcd28de | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=1d03c3b3-20c0-4cb6-9fad-289ae71483b5 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=abbd706e-8dc4-4754-a774-070dc48d15c6 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=040c52c6-9eca-423a-95a9-f5ff7be1842f | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=b0d27771-b2f8-4601-af6e-807c0fd49559 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=ef9fcb3b-31bb-41d4-ba15-95fc0f27d4d3 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=34a7c4d2-a406-49a8-bccc-64213fd8424c | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=0
recommendations request | id=df594add-df93-45fe-8361-b29a257266bb | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=11f0358e-e169-4162-a64b-de36833f319e | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=3cb7a823-5872-4cc5-9f43-94b035131d51 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=e5957e3f-35f7-4c64-9d70-91563b1660cf | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=2cfa50ee-167e-4c3c-ae26-d310130b8cfa | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=2fc1dda5-360b-4219-a358-a8fe98a733dc | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=55e7e1bf-abd3-4835-add7-71725f7781a4 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=2
recommendations request | id=5a3a5f2d-5ac5-433b-b63e-55b202544e41 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=3
recommendations request | id=fb144045-510b-49b0-a00b-68c1bd725e45 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=2
recommendations request | id=45854b59-8f12-47c4-a863-74f69acab64b | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=4
recommendations request | id=6a041208-ccdd-413a-aa1a-15fb3ba715ec | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=3 | catalogMs=4
recommendations request | id=ae4c8a56-9830-4ef0-a28c-22d152e0d748 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=3 | catalogMs=4
recommendations request | id=2811e32d-73f2-4c57-b089-51905c4b8064 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=73655f00-a2b9-4998-99f0-8c7909eae91b | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=3
recommendations request | id=3b6c50ca-c4e3-40a7-a7be-4387d06548c2 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=3
recommendations request | id=f67f3a7c-acd7-4f4e-8448-99ca017fbebe | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=8fe633e8-65bc-448a-866b-f2e948769dcd | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=2
recommendations request | id=954b3715-0a7b-4881-aa78-1a8f11d510b0 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=3
recommendations request | id=e53a9edd-514a-485c-be97-73cfb58f33fe | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=4
recommendations request | id=ab4cc259-fbb0-4532-b1ae-bed24b991837 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=b608d508-e5d9-4784-9e1e-9ab2cae4ffec | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=775963f1-c2c9-4a8e-bfb1-8010fb3d4913 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=3885754d-f4f2-42f3-afa4-058a9daccecf | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=b24526fd-c8cb-44fb-924b-915b0b0ba857 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=655b7ede-9837-4944-99df-6fc6ba1ecc24 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=ac00796a-fb3a-492f-b939-d9489a9de73d | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
