recommendations listening on port 3003
recommendations request | id=7c9cea9c-f47a-4909-bca3-878955c78b01 | GET /health | status=200 | durationMs=3 | usersMs=n/a | catalogMs=n/a
recommendations request | id=a8c3cc35-2f65-4269-8d08-246eff06b987 | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=34 | catalogMs=34
recommendations request | id=dd12d24a-f4f8-4d29-8401-0f1fdf5dda6f | GET /recommendations/1 | status=200 | durationMs=42 | usersMs=33 | catalogMs=34
recommendations request | id=e7a967d5-a164-4934-92d4-da40f408c048 | GET /recommendations/1 | status=200 | durationMs=45 | usersMs=33 | catalogMs=43
recommendations request | id=68902c1d-1675-427a-bc01-c74e3791b4cf | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=29 | catalogMs=29
recommendations request | id=0b13585a-7471-49ae-b13e-6a2b704d66ac | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=29 | catalogMs=32
recommendations request | id=c320429e-424e-45e5-be19-88a030510415 | GET /recommendations/1 | status=200 | durationMs=39 | usersMs=30 | catalogMs=31
recommendations request | id=4b67b451-3851-4a40-b45e-7f7bdb62ff1e | GET /recommendations/1 | status=200 | durationMs=41 | usersMs=29 | catalogMs=39
recommendations request | id=e19c7778-85a2-4991-85c5-84245fd7ed2c | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=35 | catalogMs=35
recommendations request | id=931f5878-006a-43a8-96fb-7ab6aa6cbe45 | GET /recommendations/1 | status=200 | durationMs=39 | usersMs=34 | catalogMs=37
recommendations request | id=b62e933a-aa23-4966-96fc-72dcaaa9243f | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=37 | catalogMs=37
recommendations request | id=b81a98af-0912-43cd-8d83-9f18fcb99abc | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=31 | catalogMs=32
recommendations request | id=77a440ff-587d-45ae-b5bf-afd1cfe239cf | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=31 | catalogMs=31
recommendations request | id=fca3f0d9-634f-44bd-9b12-16f4ae4fbc9a | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=30 | catalogMs=34
recommendations request | id=0b070414-5ab0-4fca-b420-a49ac5e6987e | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=30 | catalogMs=38
recommendations request | id=0abcd5db-a80b-4847-84d1-ee75a90248c0 | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=34 | catalogMs=35
recommendations request | id=e4cac501-0ed3-40ae-a1e1-efd2a80eab20 | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=34 | catalogMs=37
recommendations request | id=662c8c42-c2a7-4dac-81de-20ef280b9b20 | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=29 | catalogMs=30
recommendations request | id=d403c004-6fa1-47aa-8165-cf8d9460d858 | GET /recommendations/1 | status=200 | durationMs=46 | usersMs=30 | catalogMs=30
recommendations request | id=6e1f3c50-48b7-477d-9f37-d4004c706aa0 | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=45 | catalogMs=45
recommendations request | id=dd4865bf-4688-4b33-823b-2c66664d830c | GET /recommendations/1 | status=200 | durationMs=49 | usersMs=46 | catalogMs=46
recommendations request | id=d9496f5c-f054-42cb-8677-ac3536952505 | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=44 | catalogMs=44
recommendations request | id=8c34f29c-9b1e-4983-82a9-7cb9c59c9ae5 | GET /recommendations/1 | status=200 | durationMs=47 | usersMs=43 | catalogMs=44
recommendations request | id=c5297375-d3e7-4280-a57c-cf986baf805b | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=43 | catalogMs=46
recommendations request | id=21181ee5-91f5-4731-a5c7-8e848eba9958 | GET /recommendations/1 | status=200 | durationMs=45 | usersMs=43 | catalogMs=43
recommendations request | id=4246b43d-93cf-4e3b-9305-edce2cffe120 | GET /recommendations/1 | status=200 | durationMs=45 | usersMs=43 | catalogMs=42
recommendations request | id=8d4ecc8a-4d4e-45ff-8f09-63cba9581a87 | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=29 | catalogMs=30
recommendations request | id=adcfba09-827f-474f-8d21-249e25618b5a | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=29 | catalogMs=32
recommendations request | id=e295e948-0b37-4419-8ed8-a29f56eec59f | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=30 | catalogMs=36
recommendations request | id=42c12dc8-307c-400c-b96e-fd313b27624e | GET /recommendations/1 | status=200 | durationMs=42 | usersMs=30 | catalogMs=40
recommendations request | id=52965dd5-f7d8-4f46-9c9c-ae7a5d3d2752 | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=36 | catalogMs=38
recommendations request | id=3d7da0af-f8db-4a0d-a003-aa9a7c36f957 | GET /recommendations/1 | status=200 | durationMs=41 | usersMs=37 | catalogMs=37
recommendations request | id=b6d38f15-25e2-4985-9b8c-268bfef096d3 | GET /recommendations/1 | status=200 | durationMs=43 | usersMs=35 | catalogMs=40
recommendations request | id=bedb6ad6-38ce-4e4a-9081-189397b51605 | GET /recommendations/1 | status=200 | durationMs=50 | usersMs=35 | catalogMs=43
recommendations request | id=8603f05a-e885-4eb1-bd67-85efbca78f5b | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=45 | catalogMs=45
recommendations request | id=8f99ff4c-f10a-4dfc-b5b1-de97722847a7 | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=46 | catalogMs=46
recommendations request | id=1b9ca474-4760-4c3a-886b-3c6389464177 | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=45 | catalogMs=46
recommendations request | id=fae23bd9-35c5-46b3-8bfa-dd9038b1105c | GET /recommendations/1 | status=200 | durationMs=50 | usersMs=45 | catalogMs=47
recommendations request | id=56fb0f71-89a4-4f86-9daa-42a7d76460d3 | GET /recommendations/1 | status=200 | durationMs=53 | usersMs=44 | catalogMs=50
recommendations request | id=d9d40f2c-1193-480a-b105-f24f8ead044a | GET /recommendations/1 | status=200 | durationMs=41 | usersMs=38 | catalogMs=38
recommendations request | id=b27e3646-76d7-4242-8f8e-b483aec9cce5 | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=34 | catalogMs=34
recommendations request | id=af9f7840-0743-452e-9e65-b874b04fe2e9 | GET /recommendations/1 | status=200 | durationMs=39 | usersMs=34 | catalogMs=37
recommendations request | id=1a57cb63-565d-4a20-8cef-050d88858e94 | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=35 | catalogMs=36
recommendations request | id=a5fa17b3-a6d4-4067-8dbd-b9ebc8349518 | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=32 | catalogMs=32
recommendations request | id=57c340e0-668e-4127-89fc-4964f5a38682 | GET /recommendations/1 | status=200 | durationMs=41 | usersMs=38 | catalogMs=38
recommendations request | id=50f7a7ea-cce0-4323-bfe9-b14e85e8a399 | GET /recommendations/1 | status=200 | durationMs=41 | usersMs=39 | catalogMs=39
recommendations request | id=eff86be6-3b1b-467d-b40f-96ef67f5b662 | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=36 | catalogMs=37
recommendations request | id=c4cbfd70-e20f-49a6-b581-7ca31570f668 | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=35 | catalogMs=35
recommendations request | id=fa03f085-2dd9-417a-9b03-e6e11564da9b | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=35 | catalogMs=37
recommendations request | id=47e51a3a-919f-416f-ac36-cb8392024734 | GET /recommendations/1 | status=200 | durationMs=41 | usersMs=34 | catalogMs=39
recommendations request | id=745131a8-4d87-4200-abb4-59d80ae7003b | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=39 | catalogMs=38
recommendations request | id=d50fae8a-0a3f-49e3-9e26-4bb621b9edb8 | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=34 | catalogMs=34
recommendations request | id=af49995e-8a9f-4830-b09c-234c61296a70 | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=33 | catalogMs=34
recommendations request | id=65a3b365-7e03-4651-b0af-8af0015fcc39 | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=33 | catalogMs=36
recommendations request | id=5d85abe0-08a0-4510-ab43-d2d8ac940a5c | GET /recommendations/1 | status=200 | durationMs=42 | usersMs=32 | catalogMs=40
recommendations request | id=c83c0f8f-29f7-4775-ad85-db7030450315 | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=33 | catalogMs=32
recommendations request | id=525b533f-9b0f-4071-b089-5e7972363d10 | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=32 | catalogMs=32
recommendations request | id=591ba2df-ab1a-487b-abaf-4ef437aaec8c | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=31 | catalogMs=31
recommendations request | id=4d6a795b-df0b-4615-973d-2f1c400aae60 | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=31 | catalogMs=34
recommendations request | id=3a152175-5983-4a8e-b897-e2e1f10f03ac | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=34 | catalogMs=37
recommendations request | id=8094ce0d-47cf-486a-9ed3-8c62ae4501cd | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=36 | catalogMs=36
recommendations request | id=829aa2ab-468f-4079-9d24-d22a811112a4 | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=30 | catalogMs=30
recommendations request | id=904c7862-c736-4b6b-95e4-659034cb4a0d | GET /recommendations/1 | status=200 | durationMs=31 | usersMs=29 | catalogMs=29
recommendations request | id=71037f1e-8d1d-4fe0-aef4-a0927783c3bb | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=23 | catalogMs=22
recommendations request | id=7d8dea0f-c8e9-4576-b9b5-d6837f37513d | GET /recommendations/1 | status=200 | durationMs=23 | usersMs=21 | catalogMs=21
recommendations request | id=749772b4-9494-4753-8833-c64ba2e5c03b | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=17 | catalogMs=16
recommendations request | id=f8911c42-73b4-4cc7-9faa-8589d8762066 | GET /recommendations/1 | status=200 | durationMs=17 | usersMs=15 | catalogMs=15
recommendations request | id=fadc19ea-6693-495d-a35a-ed12a346b2f9 | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=15 | catalogMs=17
recommendations request | id=b5a5c2fe-9ecb-4bd4-bb62-020919be35f8 | GET /recommendations/1 | status=200 | durationMs=21 | usersMs=14 | catalogMs=19
recommendations request | id=735a836d-76e1-4300-9af8-b0f8a09a028d | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=15 | catalogMs=18
recommendations request | id=d7d7ac6c-19c9-4eed-86e2-1e17faf72c3e | GET /recommendations/1 | status=200 | durationMs=21 | usersMs=17 | catalogMs=19
recommendations request | id=7bf1ad52-cf30-4362-b426-e34e63d94418 | GET /recommendations/1 | status=200 | durationMs=24 | usersMs=17 | catalogMs=22
recommendations request | id=96266f28-1f06-4066-a4ba-185109fc7f32 | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=20 | catalogMs=20
recommendations request | id=df2319e6-966b-4240-9ca0-d8c84656c42b | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=20 | catalogMs=23
recommendations request | id=adf72dfd-12c1-4b7c-b6a7-1a8403ba50bf | GET /recommendations/1 | status=200 | durationMs=24 | usersMs=21 | catalogMs=22
recommendations request | id=525b4782-78b8-4e5a-9fdf-2f79e1437fe6 | GET /recommendations/1 | status=200 | durationMs=26 | usersMs=21 | catalogMs=24
recommendations request | id=549154d7-7cbf-48f3-a9af-f8e39cbc9649 | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=23 | catalogMs=24
recommendations request | id=18cf5dae-87ed-4340-ab3b-7f728a031d8e | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=12 | catalogMs=11
recommendations request | id=81811816-b9cb-436a-a3b8-cddb2e0f1f03 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=5 | catalogMs=6
recommendations request | id=8e93ec8d-5989-4f94-a745-c46bfc6aea06 | GET /recommendations/1 | status=200 | durationMs=11 | usersMs=6 | catalogMs=8
recommendations request | id=78ed8554-d07f-4120-a944-4f18afa8688d | GET /recommendations/1 | status=200 | durationMs=15 | usersMs=6 | catalogMs=12
recommendations request | id=a016ad65-a366-4001-add4-6d209b25e678 | GET /recommendations/1 | status=200 | durationMs=17 | usersMs=6 | catalogMs=15
recommendations request | id=97abbb1c-2488-4f7c-8e72-aec32d290a04 | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=5 | catalogMs=17
recommendations request | id=14520c63-5d10-4f9a-963b-47c20441ae19 | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=17 | catalogMs=18
recommendations request | id=789bab7c-ee4c-4156-80c1-1b5a294a4b38 | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=18 | catalogMs=31
recommendations request | id=4587c527-7455-4a8b-bcb3-cab9a75e3ded | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=17 | catalogMs=33
recommendations request | id=01879844-c677-4b04-af75-eb2cd940950c | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=19 | catalogMs=20
recommendations request | id=8875ac54-8649-4c36-8d27-4daa89c24594 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=6 | catalogMs=6
recommendations request | id=48e039b7-4500-451e-9d9d-6d2e34b0f07b | GET /recommendations/1 | status=200 | durationMs=10 | usersMs=5 | catalogMs=8
recommendations request | id=48587f73-f096-48a6-ada8-c42fab811474 | GET /recommendations/1 | status=200 | durationMs=13 | usersMs=5 | catalogMs=11
recommendations request | id=7dd32642-d9d6-4307-9862-e6fa60804199 | GET /recommendations/1 | status=200 | durationMs=13 | usersMs=8 | catalogMs=11
recommendations request | id=e922524b-a910-4b74-a529-437a08074bfc | GET /recommendations/1 | status=200 | durationMs=15 | usersMs=8 | catalogMs=13
recommendations request | id=81d65d86-00d3-4b0b-aee5-256452136404 | GET /recommendations/1 | status=200 | durationMs=18 | usersMs=8 | catalogMs=15
recommendations request | id=80f8578c-a9f3-4ebe-b9fc-297e2c0f62da | GET /recommendations/1 | status=200 | durationMs=21 | usersMs=8 | catalogMs=17
recommendations request | id=a1d94d68-d52a-46f0-af9e-5dda0dcd3e07 | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=7 | catalogMs=20
recommendations request | id=3c50cd91-2aed-487f-a33f-4bcf1a8c0b8f | GET /recommendations/1 | status=200 | durationMs=26 | usersMs=10 | catalogMs=23
recommendations request | id=3b0fe576-8b68-4fd2-85eb-2f1ee29a8649 | GET /recommendations/1 | status=200 | durationMs=24 | usersMs=14 | catalogMs=20
recommendations request | id=7ee74f07-0866-4307-98e8-8749b80ab3cf | GET /recommendations/1 | status=200 | durationMs=16 | usersMs=14 | catalogMs=14
recommendations request | id=8dc461aa-473f-431b-b7f0-5a4f12d25a2c | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=5 | catalogMs=6
recommendations request | id=37f5f32a-b1e2-4631-b5ab-28d6c01e12b3 | GET /recommendations/1 | status=200 | durationMs=11 | usersMs=5 | catalogMs=9
recommendations request | id=7e22684e-f76a-4b2e-95ca-a042fe2d37e5 | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=5 | catalogMs=12
recommendations request | id=1de32e86-1112-4b31-b8dd-5a41b437f250 | GET /recommendations/1 | status=200 | durationMs=15 | usersMs=4 | catalogMs=13
recommendations request | id=19f9a4dc-c3e4-4be0-8a96-02298d240613 | GET /recommendations/1 | status=200 | durationMs=16 | usersMs=13 | catalogMs=14
recommendations request | id=f5c8ab6f-8656-4a40-a51e-8ad76c3dd7a2 | GET /recommendations/1 | status=200 | durationMs=19 | usersMs=14 | catalogMs=17
recommendations request | id=2b0b1db7-e6a5-425e-94a3-c644410815da | GET /recommendations/1 | status=200 | durationMs=21 | usersMs=14 | catalogMs=19
recommendations request | id=2d185181-50cf-41c1-980e-37596f867e9e | GET /recommendations/1 | status=200 | durationMs=23 | usersMs=14 | catalogMs=21
recommendations request | id=521cbaf2-a368-4021-be44-40a6613c3ee0 | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=15 | catalogMs=23
recommendations request | id=231304fd-8745-449f-9aaa-8f761b8e3907 | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=15 | catalogMs=26
recommendations request | id=c60e666c-b852-49a5-b329-f7b2d711539c | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=15 | catalogMs=27
recommendations request | id=7d8ebfc0-9684-4d35-87a6-7d3cdda4c5c9 | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=18 | catalogMs=18
recommendations request | id=2c556cdd-b23c-4715-b1e2-826bf595dd96 | GET /recommendations/1 | status=200 | durationMs=19 | usersMs=16 | catalogMs=17
recommendations request | id=7d1c1146-e47b-4d8a-86ac-2d25b40b3570 | GET /recommendations/1 | status=200 | durationMs=15 | usersMs=13 | catalogMs=13
recommendations request | id=49d125f6-4454-4e24-be6d-5928b42d75ba | GET /recommendations/1 | status=200 | durationMs=18 | usersMs=13 | catalogMs=16
recommendations request | id=5e61ee5f-39e1-4075-9f8e-383291fce9f2 | GET /recommendations/1 | status=200 | durationMs=13 | usersMs=10 | catalogMs=11
recommendations request | id=9827cb3a-869d-4cc9-8d84-cb1ba3a9aa92 | GET /recommendations/1 | status=200 | durationMs=15 | usersMs=10 | catalogMs=12
recommendations request | id=120bc574-59db-469d-9c9c-2e842097d0fb | GET /recommendations/1 | status=200 | durationMs=15 | usersMs=12 | catalogMs=13
recommendations request | id=33d6852a-7d66-4625-a80d-30afb5010467 | GET /recommendations/1 | status=200 | durationMs=17 | usersMs=12 | catalogMs=15
recommendations request | id=cab4021a-9926-447d-b7a5-ecfd01e92dbf | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=9 | catalogMs=11
recommendations request | id=7e6a67f0-2f78-46bc-a73b-dbe7d10acc08 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=649770ce-5954-47b7-ba4a-7178d514eb32 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=2 | catalogMs=5
recommendations request | id=d00cfd47-fe00-4094-82aa-4b8d14bf3a8c | GET /recommendations/1 | status=200 | durationMs=10 | usersMs=2 | catalogMs=8
recommendations request | id=498e521e-4ad6-485a-bbad-f283174c1d26 | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=2 | catalogMs=10
recommendations request | id=02193ce3-09b5-4981-9aa3-a523d6c18d06 | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=2 | catalogMs=17
recommendations request | id=9da8cf2d-ce3a-4520-a505-5c150e60a95c | GET /recommendations/1 | status=200 | durationMs=21 | usersMs=2 | catalogMs=19
recommendations request | id=983bc33f-63b6-446b-854e-d7271f78b516 | GET /recommendations/1 | status=200 | durationMs=23 | usersMs=2 | catalogMs=21
recommendations request | id=16285f12-a170-478a-a9ba-b90eb4e81dd7 | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=4 | catalogMs=23
recommendations request | id=fd722a59-4a6d-446b-8c82-7ec705a5afcc | GET /recommendations/1 | status=200 | durationMs=19 | usersMs=17 | catalogMs=17
recommendations request | id=c929b4f8-e042-4dc5-8ef3-bfeb8ac3afa9 | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=17 | catalogMs=20
recommendations request | id=21628ccb-74db-4f46-9cdc-e89c34d86c3b | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=4 | catalogMs=4
recommendations request | id=9734fafb-0116-43e9-a6b8-c11020f33ab3 | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=6 | catalogMs=7
recommendations request | id=916cd3c6-1fac-4d2c-a883-54249cbcbd38 | GET /recommendations/1 | status=200 | durationMs=11 | usersMs=6 | catalogMs=8
recommendations request | id=c0b692a6-e1ec-4f53-aa8e-b9e589618bf3 | GET /recommendations/1 | status=200 | durationMs=15 | usersMs=5 | catalogMs=13
recommendations request | id=ed2b2590-6687-4da5-9990-fd457fe40e6f | GET /recommendations/1 | status=200 | durationMs=18 | usersMs=5 | catalogMs=15
recommendations request | id=577c20eb-fa7f-4744-a028-8dbb56dd6982 | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=5 | catalogMs=18
recommendations request | id=5e3a5214-0291-44f0-b638-fd61d0982696 | GET /recommendations/1 | status=200 | durationMs=18 | usersMs=5 | catalogMs=15
recommendations request | id=e6af8d12-f06f-4220-8f10-32a6e8532de9 | GET /recommendations/1 | status=200 | durationMs=15 | usersMs=10 | catalogMs=13
recommendations request | id=81d90863-b9c8-4f3f-9e58-39223f34e13a | GET /recommendations/1 | status=200 | durationMs=16 | usersMs=11 | catalogMs=14
recommendations request | id=0f156df8-575f-4523-a111-954c685eb438 | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=4 | catalogMs=5
recommendations request | id=94531344-64dc-41fd-b715-3ade2eb56be6 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=3 | catalogMs=6
recommendations request | id=4d20aa0f-31ee-40fa-88d4-02b00ba5fb98 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=5 | catalogMs=5
recommendations request | id=4af4a0c5-e3e3-497a-b0b8-456d28448d06 | GET /recommendations/1 | status=200 | durationMs=10 | usersMs=5 | catalogMs=8
recommendations request | id=b623910d-70e5-4213-80ce-682a3d7dc7ff | GET /recommendations/1 | status=200 | durationMs=12 | usersMs=5 | catalogMs=10
recommendations request | id=e145991f-2f00-43a2-950a-f8ab2f947f74 | GET /recommendations/1 | status=200 | durationMs=13 | usersMs=8 | catalogMs=11
recommendations request | id=2b3a9c18-a7a5-4fe6-85d6-14f0f3ef2add | GET /recommendations/1 | status=200 | durationMs=10 | usersMs=8 | catalogMs=8
recommendations request | id=253665c3-a98d-4356-84c3-85cea9b85761 | GET /recommendations/1 | status=200 | durationMs=10 | usersMs=7 | catalogMs=7
recommendations request | id=f8668f32-3756-46dd-81bc-6cd1ec3eebec | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=3 | catalogMs=6
recommendations request | id=77109237-69b1-45b3-8523-2393bae126d5 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=5 | catalogMs=6
recommendations request | id=32787edd-5903-4e4f-994b-4533c4d61e0b | GET /recommendations/1 | status=200 | durationMs=10 | usersMs=6 | catalogMs=8
recommendations request | id=5995fae7-0c54-4a41-8936-e932f69d61e8 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=6 | catalogMs=5
recommendations request | id=4250dd7a-4d9c-43b9-afdc-dedd714b3022 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=3 | catalogMs=3
recommendations request | id=290b7108-a5d1-4fab-8a0d-e5a49ea6754b | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=3 | catalogMs=3
recommendations request | id=0975aeb2-0138-4f4c-a0c1-4e6f84516bc5 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=3 | catalogMs=6
recommendations request | id=199136ad-83d4-4ad8-b948-c24e6019be39 | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=3 | catalogMs=7
recommendations request | id=20e32524-72e3-4715-bed9-2516eacf0125 | GET /recommendations/1 | status=200 | durationMs=12 | usersMs=2 | catalogMs=10
recommendations request | id=aec871bb-e4c0-410d-bf4e-7b6cba255295 | GET /recommendations/1 | status=200 | durationMs=11 | usersMs=6 | catalogMs=9
recommendations request | id=749fbaed-3f09-4261-ad64-c2600b563a9d | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=6 | catalogMs=6
recommendations request | id=d13913f5-d36c-49a9-ba82-f43d9bd98a0f | GET /recommendations/1 | status=200 | durationMs=12 | usersMs=6 | catalogMs=9
recommendations request | id=da5aee11-6917-4a4d-9c44-ae2f27951fd6 | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=6 | catalogMs=12
recommendations request | id=d4233e74-f869-4ab4-907e-e0506f7f0a2d | GET /recommendations/1 | status=200 | durationMs=16 | usersMs=6 | catalogMs=15
recommendations request | id=28855ca2-7d78-4bcd-8278-ae12b762d261 | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=9 | catalogMs=12
recommendations request | id=3968042f-de7b-4dc6-8ed0-1d1b8679bec2 | GET /recommendations/1 | status=200 | durationMs=17 | usersMs=9 | catalogMs=15
recommendations request | id=b9cbb49b-4ba5-4edc-928f-8364a864824b | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=9 | catalogMs=10
recommendations request | id=def105e2-be93-4903-bc53-fc0b28aabff9 | GET /recommendations/1 | status=200 | durationMs=16 | usersMs=10 | catalogMs=13
recommendations request | id=b1dc8975-894a-4606-b6b0-5015d218e677 | GET /recommendations/1 | status=200 | durationMs=16 | usersMs=7 | catalogMs=13
recommendations request | id=a5012241-452f-4e96-bd11-b5ddf97badfd | GET /recommendations/1 | status=200 | durationMs=18 | usersMs=6 | catalogMs=15
recommendations request | id=5dce36e0-dab7-4a3e-9b1a-df0525bf17d6 | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=12 | catalogMs=12
recommendations request | id=44c671bc-a996-4fac-8e0b-a8e2792eb858 | GET /recommendations/1 | status=200 | durationMs=16 | usersMs=13 | catalogMs=14
recommendations request | id=76cc5d46-0d63-4f3b-9cb4-774e4d4393af | GET /recommendations/1 | status=200 | durationMs=18 | usersMs=13 | catalogMs=16
recommendations request | id=8d3e29ea-4a54-4c87-9de8-a4f4cbe108a3 | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=6 | catalogMs=7
recommendations request | id=1fa0ef18-17d3-4323-99e8-05960046b80e | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=4 | catalogMs=4
recommendations request | id=86619b99-4be3-4e1f-bec8-0d810d1598fd | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=3 | catalogMs=6
recommendations request | id=b8925b30-74b0-491e-a4fa-12993abc66ca | GET /recommendations/1 | status=200 | durationMs=11 | usersMs=3 | catalogMs=9
recommendations request | id=90572128-b19b-44ca-a30f-554e8bfab463 | GET /recommendations/1 | status=200 | durationMs=13 | usersMs=3 | catalogMs=11
recommendations request | id=a206d58d-88f5-4dae-af19-c5573655a6d6 | GET /recommendations/1 | status=200 | durationMs=16 | usersMs=3 | catalogMs=14
recommendations request | id=3f3bba29-19ea-4f3f-b9c2-27977253125b | GET /recommendations/1 | status=200 | durationMs=15 | usersMs=6 | catalogMs=13
recommendations request | id=1efa1f5f-a175-4199-b372-0d4d2b915b45 | GET /recommendations/1 | status=200 | durationMs=15 | usersMs=8 | catalogMs=13
recommendations request | id=a9d6611a-98e1-482c-a61b-35a2099be4ca | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=10 | catalogMs=11
recommendations request | id=a916820a-d6be-430f-a6fb-e11760ce8854 | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=12 | catalogMs=12
recommendations request | id=6871552f-a030-4dae-82ea-eef57cbe38a2 | GET /recommendations/1 | status=200 | durationMs=13 | usersMs=10 | catalogMs=10
recommendations request | id=0b73e19e-2d28-4966-b660-8228bb536c71 | GET /recommendations/1 | status=200 | durationMs=12 | usersMs=10 | catalogMs=9
recommendations request | id=162823d6-1a0e-40bf-a64c-63e0a3ea6257 | GET /recommendations/1 | status=200 | durationMs=8 | usersMs=6 | catalogMs=6
recommendations request | id=9327b4ff-434f-4d56-a282-a8f8603f19a5 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=3 | catalogMs=5
recommendations request | id=c7df73e8-589d-4211-98f6-5fea895736e0 | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=3 | catalogMs=7
recommendations request | id=8538b596-65db-4518-b0a3-95ce9676e94a | GET /recommendations/1 | status=200 | durationMs=12 | usersMs=4 | catalogMs=10
recommendations request | id=ff01fdae-f019-41f8-ae03-12d36c0c1408 | GET /recommendations/1 | status=200 | durationMs=15 | usersMs=4 | catalogMs=12
